Complaint_ID,Category,Area,Priority,Status,Filing_Date,Resolution_Date,Delay_Days
CMPL-50364,Road Construction,Golghar,Low,Pending,2026-04-11,,
CMPL-50365,Road Construction,Golghar,Low,In-Progress,2025-02-27,,
CMPL-50366,Road Construction,Mohaddipur,Medium,Pending,2025-10-01,,
CMPL-50367,Water Supply,Indra Nagar,Medium,Resolved,2025-08-24,2025-09-11,18.0
CMPL-50368,Road Construction,Basharatpur,High,In-Progress,2026-03-05,,
CMPL-50369,Sewerage,Indra Nagar,Low,In-Progress,2025-11-30,,
CMPL-50370,Sewerage,Basharatpur,High,Resolved,2024-07-30,2024-08-11,12.0
CMPL-50371,Sewerage,Basharatpur,Medium,In-Progress,2025-09-20,,
CMPL-50372,Sewerage,Civil Lines,High,Pending,2024-12-16,,
CMPL-50373,Water Supply,Civil Lines,Medium,Resolved,2025-09-03,2025-10-02,29.0
CMPL-50374,Garbage Collection,Basharatpur,High,In-Progress,2024-09-01,,
CMPL-50375,Water Supply,Indra Nagar,High,In-Progress,2025-05-16,,
CMPL-50376,Road Construction,Mohaddipur,Medium,Pending,2025-07-26,,
CMPL-50377,Water Supply,Indra Nagar,Low,Resolved,2025-04-01,2025-05-24,53.0
CMPL-50378,Water Supply,Basharatpur,High,In-Progress,2025-08-08,,
CMPL-50379,Street Light,Indra Nagar,Low,Pending,2026-04-01,,
CMPL-50380,Street Light,Basharatpur,Medium,In-Progress,2024-12-02,,
CMPL-50381,Road Construction,Mohaddipur,High,Resolved,2025-02-23,2025-08-05,163.0
CMPL-50382,Road Construction,Indra Nagar,Low,In-Progress,2024-11-30,,
CMPL-50383,Sewerage,Golghar,Medium,Pending,2026-02-25,,
CMPL-50384,Street Light,Mohaddipur,High,In-Progress,2026-01-28,,
CMPL-50385,Sewerage,Civil Lines,Low,Resolved,2025-05-08,2025-05-23,15.0
CMPL-50386,Sewerage,Golghar,Medium,Pending,2024-12-10,,
CMPL-50387,Street Light,Golghar,Low,In-Progress,2024-10-18,,
CMPL-50388,Garbage Collection,Indra Nagar,Medium,In-Progress,2026-01-27,,
CMPL-50389,Sewerage,Mohaddipur,Medium,In-Progress,2025-08-29,,
CMPL-50390,Water Supply,Civil Lines,High,In-Progress,2024-05-21,,
CMPL-50391,Street Light,Golghar,High,Pending,2025-11-07,,
CMPL-50392,Road Construction,Basharatpur,High,In-Progress,2026-03-04,,
CMPL-50393,Road Construction,Civil Lines,High,Pending,2025-01-04,,
CMPL-50394,Water Supply,Civil Lines,Low,Resolved,2025-03-18,2025-04-18,31.0
CMPL-50395,Street Light,Indra Nagar,Low,In-Progress,2025-04-12,,
CMPL-50396,Garbage Collection,Indra Nagar,High,Pending,2024-08-20,,
CMPL-50397,Water Supply,Basharatpur,Medium,Pending,2025-12-17,,
CMPL-50398,Water Supply,Indra Nagar,Low,Resolved,2025-09-17,2025-10-08,21.0
CMPL-50399,Street Light,Golghar,Low,Resolved,2025-02-18,2025-02-26,8.0
CMPL-50400,Road Construction,Indra Nagar,Medium,Resolved,2025-11-02,2026-03-20,138.0
CMPL-50401,Road Construction,Mohaddipur,High,In-Progress,2024-12-16,,
CMPL-50402,Sewerage,Civil Lines,Medium,Resolved,2026-03-24,2026-04-25,32.0
CMPL-50403,Street Light,Golghar,High,Pending,2025-09-23,,
CMPL-50404,Garbage Collection,Golghar,Low,Resolved,2025-01-06,2025-02-05,30.0
CMPL-50405,Garbage Collection,Basharatpur,High,Resolved,2026-04-06,2026-05-11,35.0
CMPL-50406,Road Construction,Basharatpur,Medium,Pending,2024-06-13,,
CMPL-50407,Water Supply,Mohaddipur,Low,In-Progress,2026-04-11,,
CMPL-50408,Water Supply,Mohaddipur,Medium,Pending,2024-07-18,,
CMPL-50409,Sewerage,Civil Lines,Medium,Pending,2025-01-09,,
CMPL-50410,Street Light,Golghar,Medium,In-Progress,2025-07-09,,
CMPL-50411,Street Light,Golghar,High,Pending,2024-07-04,,
CMPL-50412,Sewerage,Civil Lines,Low,Pending,2026-02-06,,
CMPL-50413,Garbage Collection,Golghar,High,Pending,2024-11-03,,
CMPL-50414,Sewerage,Indra Nagar,Medium,Resolved,2024-10-16,2024-10-24,8.0
CMPL-50415,Street Light,Indra Nagar,Low,Pending,2024-10-08,,
CMPL-50416,Water Supply,Mohaddipur,High,Pending,2025-05-31,,
CMPL-50417,Water Supply,Basharatpur,Medium,In-Progress,2026-02-12,,
CMPL-50418,Street Light,Basharatpur,Low,Pending,2025-11-11,,
CMPL-50419,Sewerage,Indra Nagar,Low,Pending,2025-03-04,,
CMPL-50420,Street Light,Golghar,Medium,In-Progress,2024-08-01,,
CMPL-50421,Garbage Collection,Basharatpur,High,In-Progress,2026-01-09,,
CMPL-50422,Garbage Collection,Indra Nagar,Medium,In-Progress,2025-08-20,,
CMPL-50423,Street Light,Golghar,Medium,In-Progress,2026-03-25,,
CMPL-50424,Garbage Collection,Basharatpur,Low,In-Progress,2025-01-17,,
CMPL-50425,Garbage Collection,Golghar,Medium,Pending,2025-08-17,,
CMPL-50426,Street Light,Mohaddipur,Low,Pending,2024-07-14,,
CMPL-50427,Road Construction,Civil Lines,Medium,In-Progress,2024-04-26,,
CMPL-50428,Sewerage,Mohaddipur,Medium,Resolved,2025-01-26,2025-03-02,35.0
CMPL-50429,Street Light,Indra Nagar,Medium,Pending,2025-02-07,,
CMPL-50430,Sewerage,Golghar,Medium,Resolved,2024-09-01,2024-10-23,52.0
CMPL-50431,Sewerage,Mohaddipur,Low,In-Progress,2025-01-29,,
CMPL-50432,Road Construction,Golghar,Medium,Resolved,2024-10-09,2025-01-12,95.0
CMPL-50433,Garbage Collection,Basharatpur,High,In-Progress,2026-04-14,,
CMPL-50434,Street Light,Basharatpur,Medium,In-Progress,2025-08-02,,
CMPL-50435,Road Construction,Golghar,High,Pending,2025-12-05,,
CMPL-50436,Garbage Collection,Mohaddipur,Medium,Pending,2024-07-27,,
CMPL-50437,Garbage Collection,Civil Lines,High,Pending,2024-07-23,,
CMPL-50438,Sewerage,Indra Nagar,Low,In-Progress,2024-12-31,,
CMPL-50439,Garbage Collection,Mohaddipur,Low,In-Progress,2025-08-02,,
CMPL-50440,Street Light,Indra Nagar,High,Pending,2024-11-02,,
CMPL-50441,Garbage Collection,Civil Lines,High,In-Progress,2026-02-19,,
CMPL-50442,Water Supply,Basharatpur,High,Pending,2024-08-18,,
CMPL-50443,Water Supply,Civil Lines,Medium,Resolved,2025-10-23,2025-11-02,10.0
CMPL-50444,Road Construction,Basharatpur,Low,In-Progress,2025-04-15,,
CMPL-50445,Garbage Collection,Golghar,High,Pending,2024-08-02,,
CMPL-50446,Garbage Collection,Civil Lines,Medium,In-Progress,2025-02-22,,
CMPL-50447,Garbage Collection,Mohaddipur,Medium,In-Progress,2026-04-09,,
CMPL-50448,Road Construction,Golghar,Medium,In-Progress,2025-11-08,,
CMPL-50449,Street Light,Basharatpur,Medium,Resolved,2026-01-13,2026-01-20,7.0
CMPL-50450,Road Construction,Civil Lines,Low,Pending,2025-09-26,,
CMPL-50451,Garbage Collection,Golghar,High,In-Progress,2024-10-07,,
CMPL-50452,Garbage Collection,Indra Nagar,Medium,Pending,2024-06-21,,
CMPL-50453,Water Supply,Civil Lines,Low,Pending,2025-04-09,,
CMPL-50454,Water Supply,Golghar,High,In-Progress,2024-11-29,,
CMPL-50455,Garbage Collection,Mohaddipur,Medium,Pending,2026-04-01,,
CMPL-50456,Street Light,Mohaddipur,Medium,Resolved,2026-01-19,2026-01-23,4.0
CMPL-50457,Sewerage,Golghar,Low,In-Progress,2024-09-12,,
CMPL-50458,Street Light,Golghar,Medium,Resolved,2025-10-08,2025-10-12,4.0
CMPL-50459,Garbage Collection,Mohaddipur,High,In-Progress,2025-10-22,,
CMPL-50460,Road Construction,Basharatpur,Low,In-Progress,2025-12-10,,
CMPL-50461,Water Supply,Golghar,Low,Resolved,2025-06-27,2025-08-21,55.0
CMPL-50462,Water Supply,Mohaddipur,High,In-Progress,2024-10-31,,
CMPL-50463,Road Construction,Indra Nagar,Medium,In-Progress,2025-10-13,,
CMPL-50464,Road Construction,Golghar,High,Resolved,2024-05-26,2024-07-10,45.0
CMPL-50465,Sewerage,Golghar,Medium,Pending,2025-12-10,,
CMPL-50466,Sewerage,Golghar,Medium,Resolved,2025-01-28,2025-02-15,18.0
CMPL-50467,Garbage Collection,Golghar,High,Pending,2024-08-20,,
CMPL-50468,Road Construction,Mohaddipur,Medium,In-Progress,2025-08-16,,
CMPL-50469,Water Supply,Indra Nagar,Low,Resolved,2025-07-24,2025-09-20,58.0
CMPL-50470,Street Light,Mohaddipur,Medium,Resolved,2025-08-04,2025-08-12,8.0
CMPL-50471,Sewerage,Civil Lines,Medium,Pending,2025-10-06,,
CMPL-50472,Water Supply,Basharatpur,Medium,In-Progress,2026-02-07,,
CMPL-50473,Sewerage,Indra Nagar,Medium,In-Progress,2024-11-08,,
CMPL-50474,Sewerage,Indra Nagar,High,Pending,2026-01-27,,
CMPL-50475,Water Supply,Indra Nagar,Low,Pending,2026-03-07,,
CMPL-50476,Water Supply,Basharatpur,Low,In-Progress,2026-03-04,,
CMPL-50477,Street Light,Basharatpur,High,Pending,2024-05-13,,
CMPL-50478,Road Construction,Basharatpur,High,Pending,2024-11-19,,
CMPL-50479,Sewerage,Basharatpur,Medium,Resolved,2025-11-16,2025-12-24,38.0
CMPL-50480,Road Construction,Indra Nagar,Medium,Resolved,2026-04-10,2026-06-16,67.0
CMPL-50481,Street Light,Mohaddipur,Medium,In-Progress,2025-08-16,,
CMPL-50482,Sewerage,Golghar,Low,Resolved,2024-12-27,2025-01-08,12.0
CMPL-50483,Sewerage,Civil Lines,Low,Resolved,2025-04-02,2025-04-29,27.0
CMPL-50484,Street Light,Basharatpur,High,Resolved,2025-02-15,2025-02-24,9.0
CMPL-50485,Water Supply,Civil Lines,High,Resolved,2024-07-03,2024-07-18,15.0
CMPL-50486,Water Supply,Civil Lines,High,Pending,2025-11-24,,
CMPL-50487,Water Supply,Basharatpur,High,Resolved,2024-09-16,2024-10-02,16.0
CMPL-50488,Road Construction,Indra Nagar,Medium,Resolved,2025-03-04,2025-07-31,149.0
CMPL-50489,Sewerage,Golghar,High,Resolved,2024-07-16,2024-08-21,36.0
CMPL-50490,Garbage Collection,Basharatpur,High,In-Progress,2026-04-08,,
CMPL-50491,Street Light,Basharatpur,High,In-Progress,2025-06-01,,
CMPL-50492,Street Light,Basharatpur,High,Resolved,2025-07-30,2025-08-13,14.0
CMPL-50493,Water Supply,Basharatpur,High,In-Progress,2025-05-17,,
CMPL-50494,Road Construction,Mohaddipur,Low,In-Progress,2026-02-04,,
CMPL-50495,Sewerage,Civil Lines,Low,Pending,2025-04-17,,
CMPL-50496,Sewerage,Indra Nagar,Medium,In-Progress,2025-10-22,,
CMPL-50497,Garbage Collection,Civil Lines,Medium,Resolved,2026-01-10,2026-03-07,56.0
CMPL-50498,Street Light,Basharatpur,High,Resolved,2025-08-13,2025-08-20,7.0
CMPL-50499,Road Construction,Mohaddipur,Medium,Pending,2025-10-10,,
CMPL-50500,Water Supply,Mohaddipur,Medium,Pending,2025-11-17,,
CMPL-50501,Road Construction,Basharatpur,Medium,In-Progress,2026-03-25,,
CMPL-50502,Street Light,Basharatpur,Medium,Resolved,2026-01-06,2026-01-11,5.0
CMPL-50503,Road Construction,Indra Nagar,Medium,Pending,2025-08-29,,
CMPL-50504,Garbage Collection,Civil Lines,High,In-Progress,2024-10-12,,
CMPL-50505,Road Construction,Mohaddipur,Medium,In-Progress,2024-10-26,,
CMPL-50506,Sewerage,Mohaddipur,Medium,Pending,2025-07-09,,
CMPL-50507,Road Construction,Mohaddipur,High,Resolved,2026-02-12,2026-05-30,107.0
CMPL-50508,Road Construction,Basharatpur,High,Resolved,2024-07-26,2024-11-06,103.0
CMPL-50509,Sewerage,Golghar,Medium,In-Progress,2025-05-07,,
CMPL-50510,Sewerage,Basharatpur,Medium,In-Progress,2026-01-17,,
CMPL-50511,Sewerage,Basharatpur,Medium,Resolved,2024-08-14,2024-10-05,52.0
CMPL-50512,Sewerage,Basharatpur,Medium,Pending,2024-09-06,,
CMPL-50513,Water Supply,Civil Lines,High,In-Progress,2024-06-30,,
CMPL-50514,Water Supply,Civil Lines,High,In-Progress,2024-05-26,,
CMPL-50515,Garbage Collection,Golghar,High,Resolved,2025-09-11,2025-10-11,30.0
CMPL-50516,Road Construction,Mohaddipur,High,In-Progress,2025-12-16,,
CMPL-50517,Road Construction,Indra Nagar,Low,Pending,2024-08-12,,
CMPL-50518,Garbage Collection,Civil Lines,Medium,Pending,2025-03-26,,
CMPL-50519,Garbage Collection,Indra Nagar,Medium,Resolved,2025-04-13,2025-06-12,60.0
CMPL-50520,Water Supply,Indra Nagar,High,In-Progress,2024-11-12,,
CMPL-50521,Street Light,Mohaddipur,High,Pending,2025-01-18,,
CMPL-50522,Street Light,Civil Lines,Medium,Resolved,2025-05-21,2025-05-23,2.0
CMPL-50523,Sewerage,Mohaddipur,Low,Resolved,2024-04-24,2024-05-20,26.0
CMPL-50524,Water Supply,Indra Nagar,Low,In-Progress,2025-07-26,,
CMPL-50525,Road Construction,Mohaddipur,Medium,Resolved,2025-05-09,2025-09-08,122.0
CMPL-50526,Sewerage,Civil Lines,Low,Pending,2025-11-28,,
CMPL-50527,Sewerage,Indra Nagar,Medium,Pending,2025-02-09,,
CMPL-50528,Road Construction,Civil Lines,High,Pending,2025-12-30,,
CMPL-50529,Garbage Collection,Golghar,Medium,In-Progress,2025-10-22,,
CMPL-50530,Road Construction,Mohaddipur,High,In-Progress,2024-10-06,,
CMPL-50531,Road Construction,Basharatpur,High,Resolved,2026-01-13,2026-07-12,180.0
CMPL-50532,Road Construction,Golghar,Low,Resolved,2024-11-03,2024-12-18,45.0
CMPL-50533,Garbage Collection,Basharatpur,Low,In-Progress,2025-05-07,,
CMPL-50534,Sewerage,Civil Lines,Low,Resolved,2024-10-17,2024-11-22,36.0
CMPL-50535,Street Light,Basharatpur,High,Resolved,2025-12-28,2026-01-02,5.0
CMPL-50536,Street Light,Civil Lines,Low,Resolved,2024-12-14,2024-12-25,11.0
CMPL-50537,Water Supply,Golghar,Medium,Resolved,2025-05-09,2025-06-03,25.0
CMPL-50538,Water Supply,Golghar,Low,Resolved,2025-07-18,2025-08-25,38.0
CMPL-50539,Sewerage,Civil Lines,Low,In-Progress,2025-03-15,,
CMPL-50540,Sewerage,Indra Nagar,Low,Resolved,2025-02-05,2025-03-31,54.0
CMPL-50541,Road Construction,Indra Nagar,Medium,Resolved,2025-11-16,2026-03-22,126.0
CMPL-50542,Garbage Collection,Basharatpur,High,Resolved,2024-12-27,2025-02-05,40.0
CMPL-50543,Garbage Collection,Basharatpur,Low,Resolved,2026-04-15,2026-05-05,20.0
CMPL-50544,Sewerage,Basharatpur,Medium,In-Progress,2024-10-23,,
CMPL-50545,Water Supply,Indra Nagar,Low,Pending,2025-09-06,,
CMPL-50546,Sewerage,Basharatpur,High,Resolved,2025-04-30,2025-06-02,33.0
CMPL-50547,Road Construction,Civil Lines,Medium,Resolved,2024-07-06,2024-12-02,149.0
CMPL-50548,Street Light,Mohaddipur,Medium,Pending,2024-11-10,,
CMPL-50549,Sewerage,Basharatpur,High,Resolved,2025-07-09,2025-07-14,5.0
CMPL-50550,Water Supply,Civil Lines,Medium,In-Progress,2025-10-05,,
CMPL-50551,Garbage Collection,Mohaddipur,Medium,Pending,2025-12-03,,
CMPL-50552,Water Supply,Basharatpur,Medium,Resolved,2025-06-23,2025-08-02,40.0
CMPL-50553,Road Construction,Mohaddipur,Medium,Resolved,2025-03-29,2025-06-14,77.0
CMPL-50554,Water Supply,Basharatpur,Low,Pending,2024-12-19,,
CMPL-50555,Water Supply,Civil Lines,Low,In-Progress,2026-01-16,,
CMPL-50556,Street Light,Indra Nagar,Low,Resolved,2026-03-17,2026-03-29,12.0
CMPL-50557,Street Light,Indra Nagar,Medium,Pending,2025-03-31,,
CMPL-50558,Garbage Collection,Civil Lines,Medium,Pending,2026-02-13,,
CMPL-50559,Street Light,Indra Nagar,Medium,Resolved,2025-05-14,2025-05-20,6.0
CMPL-50560,Water Supply,Basharatpur,High,In-Progress,2024-05-01,,
CMPL-50561,Street Light,Basharatpur,Low,Pending,2025-07-12,,
CMPL-50562,Sewerage,Mohaddipur,Low,Pending,2024-09-19,,
CMPL-50563,Garbage Collection,Indra Nagar,Low,In-Progress,2025-11-26,,
CMPL-50564,Road Construction,Golghar,Low,Resolved,2024-09-26,2024-11-27,62.0
CMPL-50565,Garbage Collection,Golghar,Low,Resolved,2024-05-31,2024-06-30,30.0
CMPL-50566,Sewerage,Basharatpur,Medium,Resolved,2024-05-31,2024-06-25,25.0
CMPL-50567,Water Supply,Basharatpur,Medium,Resolved,2025-01-08,2025-01-30,22.0
CMPL-50568,Street Light,Basharatpur,Low,Resolved,2025-02-03,2025-02-07,4.0
CMPL-50569,Water Supply,Golghar,Low,Pending,2025-10-30,,
CMPL-50570,Road Construction,Indra Nagar,Low,Resolved,2025-12-19,2026-04-28,130.0
CMPL-50571,Garbage Collection,Indra Nagar,Low,In-Progress,2026-02-05,,
CMPL-50572,Water Supply,Mohaddipur,Low,Pending,2025-01-28,,
CMPL-50573,Sewerage,Civil Lines,High,Pending,2024-07-25,,
CMPL-50574,Road Construction,Mohaddipur,Medium,Pending,2025-12-09,,
CMPL-50575,Street Light,Mohaddipur,High,Pending,2025-02-19,,
CMPL-50576,Garbage Collection,Basharatpur,Low,Pending,2025-08-21,,
CMPL-50577,Street Light,Civil Lines,Medium,In-Progress,2026-01-09,,
CMPL-50578,Road Construction,Mohaddipur,Low,Pending,2024-12-27,,
CMPL-50579,Sewerage,Golghar,Medium,In-Progress,2025-06-25,,
CMPL-50580,Road Construction,Indra Nagar,Low,In-Progress,2024-06-30,,
CMPL-50581,Street Light,Civil Lines,Medium,In-Progress,2025-09-03,,
CMPL-50582,Street Light,Mohaddipur,Medium,Pending,2025-01-17,,
CMPL-50583,Street Light,Golghar,High,Pending,2026-03-27,,
CMPL-50584,Street Light,Mohaddipur,Low,Resolved,2025-06-11,2025-06-25,14.0
CMPL-50585,Sewerage,Basharatpur,Low,In-Progress,2025-07-19,,
CMPL-50586,Garbage Collection,Basharatpur,High,Resolved,2025-06-30,2025-07-21,21.0
CMPL-50587,Road Construction,Indra Nagar,Low,Resolved,2026-02-05,2026-03-16,39.0
CMPL-50588,Street Light,Indra Nagar,Medium,In-Progress,2024-10-10,,
CMPL-50589,Water Supply,Civil Lines,Medium,In-Progress,2025-12-29,,
CMPL-50590,Water Supply,Civil Lines,Medium,In-Progress,2025-09-16,,
CMPL-50591,Sewerage,Mohaddipur,Medium,Pending,2025-01-10,,
CMPL-50592,Sewerage,Civil Lines,High,Pending,2025-02-14,,
CMPL-50593,Street Light,Golghar,Medium,In-Progress,2025-08-09,,
CMPL-50594,Street Light,Golghar,Low,Pending,2025-02-17,,
CMPL-50595,Road Construction,Mohaddipur,High,Resolved,2025-03-20,2025-05-28,69.0
CMPL-50596,Water Supply,Basharatpur,Low,Pending,2025-06-17,,
CMPL-50597,Garbage Collection,Civil Lines,Medium,Resolved,2025-07-23,2025-07-28,5.0
CMPL-50598,Water Supply,Basharatpur,Medium,In-Progress,2025-03-01,,
CMPL-50599,Street Light,Mohaddipur,High,In-Progress,2025-05-04,,
CMPL-50600,Water Supply,Golghar,High,In-Progress,2025-05-28,,
CMPL-50601,Sewerage,Indra Nagar,Medium,Pending,2025-04-28,,
CMPL-50602,Street Light,Basharatpur,Low,Resolved,2025-02-21,2025-03-04,11.0
CMPL-50603,Sewerage,Golghar,High,In-Progress,2024-10-29,,
CMPL-50604,Water Supply,Indra Nagar,Low,Pending,2024-11-03,,
CMPL-50605,Road Construction,Indra Nagar,Low,Pending,2024-11-09,,
CMPL-50606,Sewerage,Indra Nagar,Low,Pending,2025-09-25,,
CMPL-50607,Water Supply,Golghar,Medium,Resolved,2025-12-30,2026-02-07,39.0
CMPL-50608,Water Supply,Basharatpur,Medium,In-Progress,2024-06-20,,
CMPL-50609,Water Supply,Indra Nagar,High,Resolved,2024-05-16,2024-06-24,39.0
CMPL-50610,Sewerage,Mohaddipur,Low,Pending,2025-11-17,,
CMPL-50611,Water Supply,Indra Nagar,Medium,Resolved,2026-02-16,2026-03-15,27.0
CMPL-50612,Sewerage,Basharatpur,High,Pending,2024-07-24,,
CMPL-50613,Street Light,Golghar,High,In-Progress,2025-02-06,,
CMPL-50614,Street Light,Golghar,Low,Pending,2025-10-30,,
CMPL-50615,Street Light,Golghar,High,Pending,2024-05-17,,
CMPL-50616,Road Construction,Basharatpur,High,Pending,2025-03-08,,
CMPL-50617,Garbage Collection,Mohaddipur,Low,Pending,2025-03-19,,
CMPL-50618,Sewerage,Indra Nagar,Low,Pending,2024-07-22,,
CMPL-50619,Street Light,Basharatpur,Low,Pending,2026-03-21,,
CMPL-50620,Water Supply,Golghar,High,Pending,2025-03-11,,
CMPL-50621,Road Construction,Civil Lines,Low,In-Progress,2024-07-13,,
CMPL-50622,Garbage Collection,Basharatpur,Low,Pending,2026-04-01,,
CMPL-50623,Road Construction,Basharatpur,Medium,Resolved,2025-04-11,2025-08-02,113.0
CMPL-50624,Sewerage,Basharatpur,Low,Resolved,2026-03-15,2026-05-02,48.0
CMPL-50625,Water Supply,Mohaddipur,High,Resolved,2025-01-31,2025-03-31,59.0
CMPL-50626,Street Light,Basharatpur,Medium,In-Progress,2024-09-04,,
CMPL-50627,Road Construction,Indra Nagar,High,Pending,2025-12-30,,
CMPL-50628,Sewerage,Mohaddipur,Low,In-Progress,2025-08-24,,
CMPL-50629,Street Light,Civil Lines,High,Pending,2025-11-29,,
CMPL-50630,Road Construction,Indra Nagar,Medium,Pending,2025-05-26,,
CMPL-50631,Water Supply,Civil Lines,Medium,Resolved,2025-11-01,2025-12-16,45.0
CMPL-50632,Sewerage,Civil Lines,High,Resolved,2024-05-06,2024-05-21,15.0
CMPL-50633,Road Construction,Indra Nagar,Low,Pending,2025-09-26,,
CMPL-50634,Water Supply,Indra Nagar,Low,Resolved,2024-06-18,2024-08-16,59.0
CMPL-50635,Road Construction,Basharatpur,Low,Resolved,2025-08-12,2026-01-05,146.0
CMPL-50636,Street Light,Mohaddipur,Low,Pending,2026-03-19,,
CMPL-50637,Garbage Collection,Indra Nagar,High,Resolved,2026-01-25,2026-02-14,20.0
CMPL-50638,Street Light,Golghar,High,In-Progress,2025-01-05,,
CMPL-50639,Street Light,Civil Lines,High,Pending,2025-09-18,,
CMPL-50640,Sewerage,Mohaddipur,High,In-Progress,2024-11-27,,
CMPL-50641,Road Construction,Golghar,Medium,Resolved,2025-11-29,2026-05-03,155.0
CMPL-50642,Street Light,Civil Lines,High,Resolved,2025-12-07,2025-12-21,14.0
CMPL-50643,Water Supply,Golghar,High,In-Progress,2025-08-08,,
CMPL-50644,Street Light,Civil Lines,High,Pending,2024-08-31,,
CMPL-50645,Street Light,Civil Lines,High,In-Progress,2024-07-02,,
CMPL-50646,Road Construction,Basharatpur,Medium,Pending,2025-03-18,,
CMPL-50647,Garbage Collection,Civil Lines,Low,Pending,2026-04-01,,
CMPL-50648,Street Light,Basharatpur,Low,Pending,2025-06-27,,
CMPL-50649,Water Supply,Civil Lines,High,In-Progress,2025-10-16,,
CMPL-50650,Road Construction,Indra Nagar,High,Resolved,2025-10-25,2026-02-02,100.0
CMPL-50651,Road Construction,Golghar,High,In-Progress,2025-12-04,,
CMPL-50652,Road Construction,Golghar,Medium,Resolved,2025-08-22,2025-11-08,78.0
CMPL-50653,Sewerage,Golghar,Low,Pending,2024-05-27,,
CMPL-50654,Street Light,Golghar,Low,Pending,2024-10-18,,
CMPL-50655,Street Light,Indra Nagar,High,In-Progress,2025-04-09,,
CMPL-50656,Road Construction,Mohaddipur,High,In-Progress,2025-05-31,,
CMPL-50657,Sewerage,Civil Lines,Medium,Resolved,2026-02-19,2026-03-07,16.0
CMPL-50658,Garbage Collection,Civil Lines,Medium,In-Progress,2024-04-29,,
CMPL-50659,Road Construction,Mohaddipur,Medium,Pending,2025-11-13,,
CMPL-50660,Garbage Collection,Basharatpur,Low,Pending,2025-03-01,,
CMPL-50661,Road Construction,Civil Lines,Medium,Pending,2025-10-06,,
CMPL-50662,Road Construction,Civil Lines,Low,In-Progress,2026-01-05,,
CMPL-50663,Sewerage,Mohaddipur,Low,Resolved,2024-09-14,2024-11-12,59.0
CMPL-50664,Sewerage,Indra Nagar,High,Resolved,2025-07-09,2025-08-30,52.0
CMPL-50665,Garbage Collection,Indra Nagar,Low,Resolved,2025-09-16,2025-09-28,12.0
CMPL-50666,Garbage Collection,Basharatpur,Medium,Resolved,2025-03-21,2025-03-29,8.0
CMPL-50667,Garbage Collection,Civil Lines,High,Pending,2024-06-09,,
CMPL-50668,Street Light,Basharatpur,High,In-Progress,2025-02-20,,
CMPL-50669,Road Construction,Indra Nagar,High,Pending,2025-06-26,,
CMPL-50670,Street Light,Civil Lines,High,Pending,2025-10-15,,
CMPL-50671,Water Supply,Indra Nagar,Medium,In-Progress,2025-11-07,,
CMPL-50672,Water Supply,Indra Nagar,Low,Pending,2025-05-29,,
CMPL-50673,Water Supply,Indra Nagar,Low,In-Progress,2025-08-08,,
CMPL-50674,Road Construction,Indra Nagar,Low,Pending,2026-01-17,,
CMPL-50675,Street Light,Golghar,Medium,Pending,2025-10-17,,
CMPL-50676,Road Construction,Basharatpur,High,Resolved,2025-01-05,2025-03-01,55.0
CMPL-50677,Water Supply,Mohaddipur,Low,Resolved,2024-05-11,2024-05-20,9.0
CMPL-50678,Road Construction,Indra Nagar,High,Resolved,2024-05-07,2024-11-01,178.0
CMPL-50679,Garbage Collection,Civil Lines,High,Resolved,2024-05-15,2024-06-28,44.0
